City,Locality,BHK,Area_sqft,Bathrooms,Total_Floors,Floor_Number,Parking_Spaces,Balcony,Property_Age,Furnishing,Property_Type,Distance_to_City_Center_km,Metro_Distance_km,Nearby_Schools,Nearby_Hospitals,Amenities_Score,Security_Score,Maintenance_Cost,Price_INR
Mumbai,Powai,5,2606,5.0,6,1,2.0,0.0,40,Semi-Furnished,Apartment,4.0,3.5,3.0,5,2.0,3,9950,40293000
Hyderabad,Madhapur,4,2187,4.0,5,4,2.0,1.0,27,Unfurnished,Apartment,16.6,2.1,2.0,1,8.0,2,12706,15544000
Vijayawada,Patamata,2,1362,1.0,7,4,2.0,2.0,22,Semi-Furnished,Apartment,12.3,8.8,6.0,4,5.0,6,8169,7032000
Bengaluru,Whitefield,3,1634,2.0,7,5,1.0,1.0,17,Semi-Furnished,Independent House,1.5,3.7,7.0,6,8.0,1,6830,15681000
Delhi,Mayur Vihar,3,2265,4.0,4,3,0.0,0.0,15,Fully-Furnished,Independent House,17.3,2.2,8.0,0,1.0,5,5860,23815000
Hyderabad,Gachibowli,4,2342,4.0,8,6,3.0,3.0,13,Semi-Furnished,Apartment,1.4,3.4,8.0,2,8.0,1,7587,18938000
Chennai,Velachery,4,2146,5.0,15,6,2.0,3.0,3,Semi-Furnished,Apartment,3.9,15.0,3.0,3,1.0,2,11171,17443000
Mumbai,Thane,3,1830,3.0,12,10,0.0,1.0,19,,Apartment,5.7,3.0,3.0,0,10.0,1,8240,28908000
Mumbai,Borivali,4,2471,4.0,3,1,2.0,3.0,26,Unfurnished,Apartment,16.8,0.3,3.0,5,5.0,6,9439,35947000
Chennai,Porur,5,3068,5.0,3,1,2.0,2.0,20,Semi-Furnished,Independent House,4.4,4.6,2.0,6,2.0,2,8115,24510000
Bengaluru,HSR Layout,2,1462,2.0,7,1,2.0,1.0,33,Unfurnished,Independent House,7.1,9.5,0.0,0,10.0,5,8314,11972000
Kolkata,New Town,2,1353,2.0,15,7,1.0,0.0,20,Fully-Furnished,Apartment,5.3,7.5,8.0,4,7.0,8,4124,9899000
Mumbai,Thane,4,2247,5.0,6,6,3.0,0.0,6,Unfurnished,Apartment,6.2,10.9,8.0,0,8.0,2,8331,35499000
Hyderabad,Gachibowli,3,1690,4.0,6,5,2.0,1.0,35,Fully-Furnished,Apartment,5.9,1.5,8.0,0,9.0,6,8160,13230000
Delhi,Pitampura,4,2775,4.0,3,1,0.0,3.0,38,Fully-Furnished,Apartment,0.5,5.5,1.0,1,4.0,7,15436,25710000
Chennai,Velachery,2,1490,3.0,2,2,2.0,1.0,37,Semi-Furnished,Apartment,10.8,3.3,8.0,7,5.0,2,3967,11023000
Pune,Hadapsar,2,1515,2.0,7,1,2.0,1.0,15,Semi-Furnished,Independent House,2.2,3.0,1.0,1,1.0,5,3653,12157000
Kolkata,Ballygunge,3,2089,3.0,12,1,1.0,1.0,12,Semi-Furnished,Villa,2.8,4.6,8.0,5,10.0,5,8227,14740000
Bengaluru,Whitefield,4,2551,4.0,4,2,1.0,0.0,22,Semi-Furnished,Apartment,2.1,0.7,4.0,0,1.0,2,8040,23351000
Delhi,Dwarka,2,1656,3.0,5,1,2.0,3.0,1,Unfurnished,Independent House,8.0,5.2,8.0,1,3.0,3,6722,15829000
Delhi,Pitampura,1,1056,1.0,2,1,2.0,0.0,22,Unfurnished,Independent House,6.4,0.7,3.0,4,6.0,8,3142,9141000
Visakhapatnam,Dwaraka Nagar,2,1596,2.0,6,6,2.0,2.0,10,Unfurnished,Independent House,20.5,2.8,8.0,3,7.0,3,7772,7959000
Kolkata,Behala,2,1185,2.0,2,2,1.0,1.0,40,Semi-Furnished,Villa,21.8,3.9,9.0,2,8.0,1,7069,5489000
Delhi,Rohini,3,1844,3.0,12,10,2.0,0.0,37,Unfurnished,Independent House,7.7,7.9,2.0,4,6.0,2,7774,17052000
Visakhapatnam,Madhurawada,2,1431,3.0,12,3,1.0,1.0,28,Semi-Furnished,Independent House,4.3,1.8,4.0,2,2.0,7,6241,8641000
Hyderabad,Kukatpally,4,2104,4.0,12,10,1.0,1.0,24,Unfurnished,Independent House,2.3,1.8,4.0,6,10.0,5,7295,14727000
Ahmedabad,Bodakdev,3,1822,2.0,15,4,1.0,2.0,32,Unfurnished,Apartment,3.3,5.0,2.0,2,1.0,7,10285,11002000
Vijayawada,Benz Circle,4,2130,4.0,6,5,1.0,1.0,9,Fully-Furnished,Apartment,5.6,0.3,0.0,5,3.0,3,5409,12406000
Pune,Hinjewadi,2,874,2.0,3,3,2.0,1.0,28,Semi-Furnished,Apartment,3.9,3.0,7.0,1,6.0,3,3734,6752000
Chennai,Velachery,4,2212,4.0,4,1,3.0,1.0,7,Semi-Furnished,Apartment,1.7,4.4,0.0,5,2.0,9,8786,18545000
Mumbai,Powai,1,1077,1.0,3,3,0.0,2.0,23,Fully-Furnished,Apartment,1.8,4.9,2.0,6,3.0,6,2344,15987000
Delhi,Rohini,3,1814,4.0,5,2,1.0,3.0,33,Semi-Furnished,Apartment,13.0,2.3,1.0,5,1.0,7,4401,17012000
Bengaluru,Whitefield,3,1811,3.0,7,5,2.0,1.0,0,Semi-Furnished,Apartment,4.4,4.4,10.0,1,10.0,2,8390,18218000
Hyderabad,Gachibowli,3,1471,3.0,15,5,1.0,1.0,11,Fully-Furnished,Apartment,6.8,3.4,8.0,2,5.0,7,7521,11985000
Bengaluru,Indiranagar,2,1331,3.0,4,4,3.0,1.0,33,Semi-Furnished,Apartment,5.8,2.8,2.0,4,7.0,9,5653,13770000
Hyderabad,Kondapur,4,2534,4.0,4,4,3.0,2.0,37,Semi-Furnished,Apartment,1.3,2.2,8.0,5,5.0,9,10382,18204000
Mumbai,Navi Mumbai,1,1134,1.0,15,15,0.0,1.0,8,Fully-Furnished,Apartment,4.1,5.3,9.0,3,2.0,1,2848,18338000
Visakhapatnam,Rushikonda,4,2331,5.0,15,15,2.0,1.0,33,Semi-Furnished,Villa,12.6,0.4,10.0,6,9.0,8,5361,14835000
Pune,Kharadi,3,2155,4.0,15,15,1.0,3.0,35,Semi-Furnished,Apartment,9.4,0.9,4.0,0,10.0,9,7810,18526000
Pune,Wakad,4,2331,4.0,4,2,2.0,1.0,18,Semi-Furnished,Apartment,16.0,4.7,5.0,0,10.0,4,4810,19665000
Bengaluru,HSR Layout,3,1462,2.0,4,1,2.0,0.0,33,Semi-Furnished,Apartment,4.6,0.5,8.0,5,8.0,7,8350,12578000
Pune,Hadapsar,2,812,2.0,3,2,1.0,2.0,10,Semi-Furnished,Apartment,12.7,0.2,1.0,0,10.0,9,4013,8637000
Ahmedabad,Chandkheda,4,2316,4.0,15,1,2.0,2.0,11,Unfurnished,Apartment,3.5,3.0,2.0,7,8.0,1,11622,15790000
Mumbai,Navi Mumbai,5,2633,5.0,7,6,1.0,0.0,20,Fully-Furnished,Apartment,6.6,1.1,1.0,1,10.0,9,9444,44185000
Mumbai,Borivali,2,1606,2.0,7,3,1.0,2.0,17,Semi-Furnished,Independent House,7.4,11.3,10.0,7,6.0,10,7915,24488000
Ahmedabad,Satellite,3,1896,2.0,7,7,1.0,1.0,10,Fully-Furnished,Villa,13.4,6.8,10.0,5,2.0,7,6159,14888000
Delhi,Dwarka,2,1897,2.0,15,5,1.0,1.0,14,Semi-Furnished,Apartment,4.4,1.6,9.0,7,9.0,5,5043,18686000
Pune,Hinjewadi,3,2160,3.0,5,3,1.0,2.0,15,Unfurnished,Apartment,2.5,3.1,9.0,0,7.0,9,10297,17634000
Mumbai,Borivali,2,1487,2.0,15,7,1.0,3.0,35,Semi-Furnished,Independent House,3.8,4.0,4.0,5,5.0,6,7662,22421000
Bengaluru,Indiranagar,3,1889,3.0,8,3,1.0,1.0,31,Fully-Furnished,Independent House,10.1,1.7,9.0,3,4.0,2,9545,18912000
Chennai,Anna Nagar,2,1522,1.0,3,3,2.0,1.0,36,Semi-Furnished,Apartment,25.0,2.0,4.0,4,4.0,4,4068,10658000
Hyderabad,Banjara Hills,3,1668,3.0,15,10,3.0,0.0,26,Semi-Furnished,Apartment,3.3,2.6,1.0,2,2.0,5,8132,11685000
Ahmedabad,Chandkheda,2,1197,1.0,4,1,2.0,3.0,7,Semi-Furnished,Independent House,4.9,2.2,0.0,0,9.0,5,4999,7216000
Ahmedabad,Bodakdev,5,2331,4.0,15,13,3.0,1.0,7,Semi-Furnished,Apartment,10.9,2.2,3.0,2,2.0,7,6801,17291000
Chennai,Porur,2,1428,3.0,6,1,1.0,1.0,20,Unfurnished,Apartment,7.2,1.7,3.0,2,10.0,4,8561,9727000
Chennai,T Nagar,3,1592,4.0,15,10,1.0,1.0,0,Unfurnished,Apartment,3.7,3.1,8.0,0,2.0,7,9134,12399000
Hyderabad,Madhapur,2,1424,3.0,2,1,3.0,1.0,28,Fully-Furnished,Independent House,13.1,0.8,2.0,3,5.0,3,5746,9903000
Kolkata,Rajarhat,4,2321,3.0,2,1,1.0,2.0,6,Fully-Furnished,Independent House,3.6,4.0,2.0,4,2.0,5,9537,17225000
Kolkata,Ballygunge,5,2535,4.0,4,3,3.0,1.0,17,Semi-Furnished,Villa,4.7,7.0,9.0,1,3.0,2,6322,15977000
Delhi,Saket,3,1977,3.0,15,8,1.0,1.0,18,Unfurnished,Apartment,16.6,2.8,2.0,2,7.0,5,8665,18917000
Bengaluru,HSR Layout,2,1472,3.0,7,4,0.0,0.0,17,Semi-Furnished,Independent House,17.8,0.7,10.0,1,9.0,9,6503,13796000
Visakhapatnam,Gajuwaka,4,2665,4.0,3,3,1.0,1.0,37,Semi-Furnished,Independent House,5.9,0.9,3.0,7,7.0,2,9790,13342000
Visakhapatnam,Madhurawada,3,1925,3.0,2,1,2.0,1.0,37,Semi-Furnished,Apartment,5.9,5.5,10.0,4,2.0,5,10079,9839000
Pune,Hinjewadi,1,1225,1.0,3,1,1.0,1.0,38,Semi-Furnished,Apartment,10.5,5.1,3.0,7,5.0,6,3538,9585000
Bengaluru,HSR Layout,4,1949,5.0,8,6,1.0,2.0,5,Semi-Furnished,Apartment,3.7,2.7,7.0,0,4.0,1,9015,18845000
Hyderabad,Banjara Hills,2,1360,1.0,8,7,2.0,1.0,8,Unfurnished,Independent House,6.4,4.8,10.0,7,5.0,1,6936,9307000
Ahmedabad,Bodakdev,3,1783,2.0,5,3,0.0,0.0,3,Unfurnished,Apartment,6.0,2.1,3.0,3,3.0,10,8927,11506000
Kolkata,Ballygunge,2,1163,3.0,4,1,1.0,1.0,24,Semi-Furnished,Apartment,7.4,3.4,4.0,6,3.0,2,5212,6908000
Visakhapatnam,Rushikonda,2,1076,2.0,7,7,2.0,0.0,39,Fully-Furnished,Apartment,1.4,2.9,9.0,5,9.0,9,3657,7254000
Ahmedabad,Maninagar,3,1666,3.0,8,8,1.0,2.0,8,Semi-Furnished,Apartment,4.4,1.4,3.0,6,6.0,4,6029,12647000
Bengaluru,Indiranagar,4,2225,4.0,10,4,1.0,1.0,25,Unfurnished,Apartment,4.6,0.5,3.0,4,6.0,8,4920,20012000
Chennai,OMR,1,675,1.0,8,7,1.0,0.0,23,Unfurnished,Apartment,3.7,4.6,6.0,5,6.0,2,1354,4939000
Ahmedabad,Bodakdev,3,1635,3.0,8,8,2.0,1.0,16,Unfurnished,Apartment,2.1,1.6,2.0,3,1.0,3,7089,10327000
Pune,Wakad,4,2507,5.0,5,4,1.0,1.0,24,Fully-Furnished,Apartment,16.1,9.9,0.0,6,5.0,4,5323,21533000
Hyderabad,Banjara Hills,4,2332,5.0,12,9,2.0,2.0,22,Semi-Furnished,Apartment,10.6,3.2,1.0,6,10.0,8,9959,17140000
Pune,Hadapsar,1,967,1.0,15,4,1.0,1.0,27,Semi-Furnished,Apartment,2.4,4.3,7.0,0,9.0,4,4785,7841000
Hyderabad,Kondapur,3,1782,4.0,12,3,0.0,2.0,3,Semi-Furnished,Independent House,10.3,0.6,0.0,3,2.0,5,9452,13392000
Pune,Viman Nagar,3,1758,3.0,15,4,1.0,2.0,30,Semi-Furnished,Apartment,13.4,7.7,2.0,7,2.0,2,6740,13937000
Visakhapatnam,Gajuwaka,1,1176,2.0,2,2,2.0,2.0,2,Semi-Furnished,Apartment,5.5,5.4,2.0,3,9.0,5,3684,7388000
Pune,Wakad,4,2512,4.0,5,4,1.0,2.0,40,Semi-Furnished,Independent House,9.8,1.6,3.0,2,5.0,6,12559,20127000
Pune,Baner,4,2178,5.0,4,1,1.0,0.0,3,Semi-Furnished,Apartment,8.5,3.1,1.0,7,8.0,1,5626,19547000
Delhi,Vasant Kunj,3,1905,4.0,4,2,1.0,1.0,20,Semi-Furnished,Apartment,3.9,6.4,4.0,0,3.0,5,4587,20237000
Visakhapatnam,Rushikonda,4,2361,4.0,4,1,2.0,2.0,10,Semi-Furnished,Independent House,8.8,4.4,7.0,4,5.0,5,9384,14089000
Chennai,Adyar,3,1315,3.0,6,4,2.0,2.0,27,Fully-Furnished,Independent House,3.9,7.8,4.0,6,1.0,5,3947,11455000
Kolkata,Dum Dum,3,1844,4.0,4,2,1.0,1.0,18,Fully-Furnished,Apartment,0.7,3.2,4.0,1,1.0,6,8860,11604000
Bengaluru,HSR Layout,2,947,1.0,3,3,1.0,1.0,28,Fully-Furnished,Independent House,3.4,2.7,9.0,5,8.0,8,3258,9141000
Hyderabad,Gachibowli,3,1582,3.0,6,5,2.0,1.0,27,Semi-Furnished,Apartment,4.5,1.9,9.0,6,9.0,10,5030,13319000
Vijayawada,Poranki,3,1763,3.0,12,12,1.0,2.0,25,Fully-Furnished,Apartment,2.2,2.6,10.0,3,4.0,9,9126,10540000
Vijayawada,Poranki,3,1797,3.0,15,10,2.0,0.0,3,Semi-Furnished,Apartment,1.6,2.5,1.0,3,6.0,5,3871,11171000
Hyderabad,Kukatpally,3,2256,4.0,3,2,2.0,1.0,34,Semi-Furnished,Apartment,13.5,0.4,7.0,2,4.0,3,11375,15684000
Ahmedabad,Maninagar,2,1190,2.0,5,2,1.0,1.0,18,Unfurnished,Apartment,4.8,2.3,7.0,7,6.0,4,3669,7708000
Chennai,Adyar,4,2089,4.0,2,1,1.0,2.0,28,Fully-Furnished,Apartment,3.1,3.1,0.0,1,8.0,10,9929,17081000
Pune,Viman Nagar,3,1691,3.0,12,8,1.0,2.0,37,Unfurnished,Independent House,0.9,1.2,5.0,3,10.0,5,5308,13206000
Mumbai,Navi Mumbai,3,1796,3.0,8,2,3.0,1.0,34,Semi-Furnished,Independent House,6.6,2.6,4.0,7,5.0,8,9367,28223000
Hyderabad,Miyapur,2,1185,2.0,12,3,1.0,1.0,22,Semi-Furnished,Apartment,19.5,2.2,9.0,0,5.0,4,3153,7831000
Kolkata,Dum Dum,3,2142,2.0,8,8,3.0,2.0,37,Unfurnished,Apartment,8.1,3.5,9.0,3,2.0,8,8308,10893000
Ahmedabad,Bodakdev,4,1935,4.0,5,3,2.0,1.0,19,Fully-Furnished,Villa,2.2,8.9,5.0,6,9.0,5,6999,14235000
Chennai,OMR,1,1381,1.0,3,1,1.0,2.0,30,Fully-Furnished,Apartment,4.6,3.3,4.0,3,7.0,4,5727,10142000
Delhi,Rohini,2,1375,3.0,7,3,1.0,1.0,33,Semi-Furnished,Independent House,3.0,4.0,6.0,5,3.0,5,4132,12442000
Kolkata,Ballygunge,1,743,1.0,10,1,0.0,2.0,30,Fully-Furnished,Apartment,9.1,8.8,7.0,5,4.0,9,2070,4493000
Kolkata,Salt Lake,1,804,1.0,10,4,2.0,2.0,37,Semi-Furnished,Independent House,15.5,2.4,5.0,1,8.0,3,2348,4097000
Ahmedabad,Bodakdev,3,1727,2.0,5,3,0.0,0.0,13,Fully-Furnished,Apartment,4.1,1.8,3.0,3,4.0,3,6924,11830000
Kolkata,New Town,5,2490,5.0,15,9,1.0,2.0,8,Semi-Furnished,Apartment,3.9,7.7,6.0,5,10.0,3,11017,16766000
Bengaluru,Yelahanka,2,1436,1.0,2,2,1.0,1.0,28,Unfurnished,Apartment,8.5,8.0,5.0,1,8.0,5,7538,12153000
Delhi,Vasant Kunj,1,1160,2.0,10,7,3.0,1.0,15,Fully-Furnished,Independent House,6.8,8.2,3.0,2,8.0,9,2795,12791000
Delhi,Mayur Vihar,3,1631,3.0,12,8,1.0,0.0,27,Fully-Furnished,Apartment,2.5,0.7,2.0,3,3.0,7,4955,17140000
Ahmedabad,Vastrapur,3,1798,3.0,4,2,3.0,1.0,35,Unfurnished,Apartment,5.7,2.3,1.0,2,4.0,10,3893,10626000
Ahmedabad,Vastrapur,1,669,1.0,7,1,1.0,1.0,2,Unfurnished,Apartment,4.5,3.8,10.0,6,4.0,7,3531,4854000
Vijayawada,Benz Circle,3,1554,4.0,4,1,3.0,1.0,7,Fully-Furnished,Apartment,7.2,1.9,3.0,3,9.0,4,6825,9461000
Pune,Viman Nagar,3,1568,2.0,3,3,3.0,1.0,34,Semi-Furnished,Apartment,1.1,2.3,7.0,0,3.0,8,3671,11935000
Bengaluru,HSR Layout,3,1687,4.0,4,4,2.0,2.0,3,Fully-Furnished,Apartment,3.3,12.7,10.0,0,3.0,9,4519,17092000
Mumbai,Thane,3,1941,3.0,10,5,0.0,1.0,21,Unfurnished,Apartment,8.0,2.8,5.0,0,3.0,7,9913,30095000
Ahmedabad,Chandkheda,2,1360,2.0,4,3,1.0,0.0,22,Semi-Furnished,Apartment,0.5,,8.0,1,8.0,7,5180,9333000
Hyderabad,Madhapur,2,1626,1.0,15,3,2.0,3.0,3,Semi-Furnished,Independent House,1.5,1.2,4.0,3,2.0,8,7282,12229000
Kolkata,Rajarhat,4,2017,4.0,15,3,2.0,2.0,20,Fully-Furnished,Apartment,10.4,2.5,5.0,2,9.0,9,7877,14311000
Chennai,OMR,2,1070,3.0,2,1,2.0,0.0,1,Semi-Furnished,Apartment,4.6,3.1,0.0,4,1.0,6,6168,8629000
Bengaluru,Whitefield,2,1174,3.0,8,7,1.0,1.0,37,Semi-Furnished,Apartment,12.8,3.8,2.0,0,2.0,6,3355,9401000
Visakhapatnam,Seethammadhara,5,2806,6.0,12,4,2.0,1.0,23,Fully-Furnished,Independent House,8.4,6.8,10.0,3,10.0,1,15983,17453000
Kolkata,New Town,3,1879,3.0,2,2,1.0,1.0,12,Semi-Furnished,Apartment,7.3,0.5,8.0,3,1.0,1,8079,12231000
Pune,Wakad,3,1830,3.0,12,9,1.0,2.0,25,Semi-Furnished,Apartment,3.6,3.1,5.0,0,2.0,1,6570,14853000
Pune,Wakad,2,1323,3.0,4,3,1.0,1.0,35,Unfurnished,Villa,7.4,2.0,7.0,4,9.0,6,3099,11430000
Delhi,Mayur Vihar,5,2497,6.0,5,2,1.0,2.0,0,Semi-Furnished,Villa,9.8,1.6,1.0,6,9.0,3,9690,25212000
Visakhapatnam,Dwaraka Nagar,2,1203,3.0,6,6,1.0,2.0,2,Fully-Furnished,Independent House,3.4,3.0,10.0,1,8.0,5,5364,8945000
Pune,Baner,2,1605,1.0,5,5,1.0,2.0,15,Fully-Furnished,Apartment,4.3,10.2,10.0,0,5.0,3,9123,14666000
Delhi,Dwarka,2,1343,1.0,12,4,1.0,3.0,6,Semi-Furnished,Apartment,2.4,2.8,8.0,0,6.0,9,6243,14756000
Mumbai,Thane,3,1648,3.0,8,7,0.0,2.0,2,Unfurnished,Independent House,13.1,11.8,0.0,4,3.0,2,5919,25160000
Kolkata,Behala,3,2174,4.0,7,7,1.0,1.0,22,Fully-Furnished,Apartment,4.4,5.7,4.0,7,10.0,1,10977,15482000
Hyderabad,Gachibowli,1,914,1.0,6,2,0.0,0.0,37,Semi-Furnished,Independent House,1.3,5.9,1.0,5,9.0,5,5394,6365000
Mumbai,Navi Mumbai,2,1540,1.0,3,1,2.0,1.0,30,Semi-Furnished,Apartment,14.1,2.4,4.0,4,8.0,3,5673,23734000
Hyderabad,Banjara Hills,3,1276,3.0,7,7,1.0,3.0,2,Unfurnished,Apartment,1.0,7.2,10.0,1,4.0,9,4964,10470000
Kolkata,Dum Dum,3,1561,2.0,5,5,1.0,1.0,11,Semi-Furnished,Apartment,4.6,2.3,10.0,1,8.0,9,4762,11487000
Delhi,Pitampura,4,2332,5.0,4,3,1.0,1.0,40,Unfurnished,Apartment,2.7,8.2,4.0,7,4.0,10,10221,20611000
Bengaluru,Koramangala,4,1999,3.0,3,2,1.0,1.0,26,Unfurnished,Apartment,13.0,2.9,3.0,6,8.0,5,10162,16873000
Mumbai,Andheri,5,2162,6.0,4,2,1.0,3.0,39,Semi-Furnished,Apartment,0.9,1.2,10.0,0,9.0,10,5466,33912000
Pune,Viman Nagar,1,484,1.0,10,4,1.0,2.0,33,Fully-Furnished,Apartment,1.6,1.1,8.0,3,8.0,1,984,4484000
Kolkata,Dum Dum,2,1700,3.0,4,2,2.0,2.0,1,Unfurnished,Apartment,5.7,1.3,4.0,2,6.0,8,4175,11150000
Mumbai,Navi Mumbai,3,1605,3.0,4,4,2.0,2.0,9,Unfurnished,Apartment,9.4,2.3,4.0,1,9.0,8,8302,24015000
Vijayawada,Governorpet,1,834,1.0,10,4,1.0,1.0,24,Unfurnished,Independent House,4.2,4.2,3.0,6,1.0,7,3180,3237000
Hyderabad,Madhapur,2,1538,2.0,3,1,2.0,1.0,40,Unfurnished,Apartment,8.9,2.3,0.0,5,9.0,2,3245,9658000
Visakhapatnam,Rushikonda,2,1450,2.0,8,5,1.0,0.0,33,Fully-Furnished,Apartment,8.6,1.0,1.0,7,10.0,4,8217,8358000
Chennai,T Nagar,3,1849,2.0,10,10,1.0,1.0,29,Semi-Furnished,Apartment,2.1,1.5,6.0,1,7.0,5,7084,14265000
Visakhapatnam,Seethammadhara,3,1547,4.0,6,4,0.0,2.0,24,Unfurnished,Independent House,3.2,8.4,4.0,1,8.0,6,4738,7554000
Mumbai,Borivali,3,2263,3.0,5,5,0.0,3.0,25,Fully-Furnished,Apartment,7.3,1.6,5.0,0,7.0,4,6583,36979000
Pune,Baner,2,1225,1.0,2,1,2.0,2.0,9,Unfurnished,Apartment,1.7,4.5,3.0,3,2.0,9,5964,10881000
Bengaluru,HSR Layout,3,1724,3.0,3,1,3.0,1.0,3,Semi-Furnished,Apartment,16.2,7.1,2.0,7,9.0,5,3896,16209000
Chennai,Anna Nagar,3,1822,4.0,15,11,2.0,1.0,30,Fully-Furnished,Independent House,7.7,1.6,2.0,3,8.0,2,9918,14507000
Vijayawada,Patamata,4,1857,3.0,7,4,2.0,1.0,19,Semi-Furnished,Apartment,12.1,6.4,10.0,7,9.0,3,6792,9810000
Delhi,Rohini,3,1750,3.0,15,11,1.0,2.0,2,Semi-Furnished,Apartment,4.4,3.8,4.0,2,3.0,10,6269,19177000
Mumbai,Borivali,3,1723,2.0,3,3,1.0,2.0,31,Semi-Furnished,Apartment,10.6,7.4,2.0,6,10.0,5,7955,27299000
Mumbai,Powai,3,1598,3.0,6,2,3.0,1.0,5,Semi-Furnished,Apartment,7.5,1.5,7.0,4,2.0,8,5126,25886000
Chennai,Porur,3,1653,3.0,12,3,3.0,2.0,32,Semi-Furnished,Apartment,10.7,4.6,9.0,0,5.0,7,7470,13640000
Chennai,Anna Nagar,4,1916,4.0,15,10,2.0,2.0,19,Semi-Furnished,Independent House,3.7,3.6,10.0,3,8.0,3,5760,14644000
Pune,Wakad,2,1288,3.0,6,4,1.0,1.0,31,Semi-Furnished,Apartment,8.1,1.9,9.0,5,6.0,7,4967,11242000
Kolkata,Salt Lake,1,732,1.0,7,7,3.0,1.0,34,Fully-Furnished,Apartment,13.2,1.7,7.0,7,3.0,7,4171,4204000
Bengaluru,Electronic City,1,715,1.0,6,2,1.0,2.0,32,Semi-Furnished,Apartment,9.9,5.9,4.0,4,10.0,4,1587,5791000
Hyderabad,Kukatpally,4,2103,4.0,8,1,2.0,1.0,27,Semi-Furnished,Independent House,8.6,1.1,4.0,4,7.0,2,6834,14807000
Delhi,Saket,3,1715,3.0,15,13,3.0,2.0,34,Unfurnished,Apartment,10.6,0.9,9.0,0,1.0,7,7336,14752000
Hyderabad,Gachibowli,3,1637,3.0,15,3,2.0,0.0,28,Semi-Furnished,Apartment,15.8,1.6,4.0,5,1.0,3,6677,11319000
Bengaluru,Whitefield,3,1820,2.0,2,1,0.0,1.0,9,Semi-Furnished,Independent House,17.0,2.4,4.0,2,9.0,1,10430,16581000
Bengaluru,Indiranagar,3,1895,4.0,6,6,1.0,1.0,6,Semi-Furnished,Independent House,6.3,1.9,5.0,5,3.0,8,6062,20216000
Vijayawada,Benz Circle,2,1273,3.0,15,12,,1.0,8,Unfurnished,Independent House,16.8,3.9,6.0,6,4.0,2,4161,5966000
Hyderabad,Madhapur,3,1345,2.0,4,1,2.0,3.0,6,Fully-Furnished,Apartment,13.1,3.3,10.0,6,7.0,5,4534,11320000
Vijayawada,Benz Circle,3,2114,3.0,12,6,2.0,1.0,25,Unfurnished,Apartment,3.0,6.5,5.0,4,6.0,1,9651,11024000
Hyderabad,Kukatpally,4,1699,5.0,6,2,1.0,1.0,16,Fully-Furnished,Apartment,7.3,5.8,8.0,2,1.0,8,3513,13018000
Chennai,T Nagar,3,1908,3.0,6,6,2.0,1.0,3,Unfurnished,Independent House,5.7,2.4,7.0,7,2.0,8,8914,15109000
Pune,Hadapsar,3,1805,3.0,8,5,2.0,0.0,5,Fully-Furnished,Apartment,16.9,2.0,5.0,0,5.0,5,9285,16651000
Bengaluru,Indiranagar,3,1611,3.0,15,8,1.0,1.0,3,Semi-Furnished,Apartment,3.0,1.5,3.0,0,5.0,2,9169,14364000
Delhi,Saket,3,1921,4.0,10,2,1.0,2.0,39,Semi-Furnished,Independent House,2.3,2.0,4.0,2,3.0,10,8859,17633000
Delhi,Vasant Kunj,2,1171,1.0,12,12,0.0,2.0,40,Fully-Furnished,Apartment,5.5,3.3,2.0,2,3.0,8,4660,11919000
Bengaluru,Electronic City,2,1501,2.0,10,9,1.0,1.0,22,Semi-Furnished,Villa,11.1,1.7,6.0,0,3.0,8,8361,14187000
Chennai,Velachery,3,2079,3.0,8,1,2.0,1.0,4,Fully-Furnished,Apartment,6.2,1.5,7.0,4,4.0,10,11348,18037000
Kolkata,Behala,2,1014,2.0,6,5,1.0,2.0,14,Unfurnished,Apartment,6.6,4.8,2.0,3,2.0,1,4358,5032000
Chennai,Velachery,2,1338,3.0,8,2,1.0,1.0,21,Fully-Furnished,Apartment,9.4,5.2,10.0,1,6.0,6,6527,10605000
Bengaluru,Yelahanka,2,1773,3.0,2,2,2.0,1.0,8,Unfurnished,Apartment,9.4,4.8,2.0,3,8.0,2,6598,15450000
Chennai,Velachery,4,2195,5.0,2,2,0.0,0.0,27,Unfurnished,Independent House,4.9,4.2,4.0,7,2.0,10,5422,16153000
Pune,Kharadi,2,1318,3.0,2,1,2.0,2.0,7,Unfurnished,Apartment,5.3,1.8,4.0,6,2.0,4,4873,11018000
Hyderabad,Madhapur,4,2644,4.0,10,1,1.0,1.0,36,Unfurnished,Apartment,7.4,4.3,4.0,2,5.0,4,12920,17279000
Chennai,OMR,3,1885,2.0,5,5,1.0,2.0,21,Unfurnished,Apartment,4.2,0.8,10.0,4,1.0,7,7257,14117000
Bengaluru,Yelahanka,2,1751,3.0,4,2,2.0,1.0,18,Fully-Furnished,Apartment,1.8,12.9,3.0,2,8.0,4,9602,18626000
Bengaluru,Electronic City,2,1176,1.0,2,2,2.0,1.0,32,Semi-Furnished,Independent House,9.4,5.5,9.0,0,6.0,6,2587,10203000
Vijayawada,Poranki,1,1058,1.0,4,2,2.0,2.0,14,Unfurnished,Villa,3.9,1.0,2.0,1,7.0,9,4256,6515000
Hyderabad,Kondapur,3,2081,3.0,10,6,3.0,2.0,0,Semi-Furnished,Villa,5.3,0.5,7.0,1,1.0,4,4592,16959000
